rank,hex_id,lat,lon,resolution,divipola_code,municipality,department,wind_speed,slope,dist_to_grid,dist_to_roads,land_use,protected_area,conflict_risk,wind_speed_norm,slope_norm,dist_to_grid_norm,dist_to_roads_norm,land_use_norm,protected_area_norm,conflict_risk_norm,suitability_score
13929,8766eba93ffffff,0.4770,-72.4457,7,95200,Miraflores,Guaviare,2.1500,6.9100,300.0000,165.0000,0.1320,0.7890,0.0460,0.0881,0.7196,0.0000,0.0000,0.1710,0.2110,0.9505,-0.3397
13930,8766ebce1ffffff,0.7688,-72.8795,7,95200,Miraflores,Guaviare,2.6900,10.6300,300.0000,176.0000,0.1050,0.7610,0.0820,0.1612,0.5686,0.0000,0.0000,0.1360,0.2390,0.9118,-0.3397
13931,8766ea09effffff,1.1034,-73.7699,7,50350,La Macarena,Meta,3.4900,13.3100,265.0000,200.0000,0.0000,0.3860,0.0850,0.2696,0.4598,0.0000,0.0000,0.0000,0.6140,0.9086,-0.3397
13932,8766ccc1bffffff,0.3655,-73.9534,7,86573,Puerto Legu�Zamo,Putumayo,3.2300,13.7200,261.6000,200.0000,0.0520,0.4170,0.0930,0.2344,0.4432,0.0000,0.0000,0.0674,0.5830,0.9000,-0.3398
13933,8766ebd0cffffff,1.0183,-72.8589,7,95200,Miraflores,Guaviare,2.3400,9.8600,300.0000,176.6000,0.0890,0.7260,0.0100,0.1138,0.5998,0.0000,0.0000,0.1153,0.2740,0.9892,-0.3398
13934,8766e861affffff,1.2038,-72.7840,7,95015,Calamar,Guaviare,2.2700,10.4400,300.0000,173.6000,0.1820,0.6580,0.0630,0.1043,0.5763,0.0000,0.0000,0.2358,0.3420,0.9323,-0.3398
13935,8766cc0adffffff,0.0406,-73.7403,7,86573,Puerto Legu�Zamo,Putumayo,3.2600,14.2100,298.9000,200.0000,0.0500,0.4640,0.0840,0.2385,0.4233,0.0000,0.0000,0.0648,0.5360,0.9097,-0.3398
13936,8766ccceaffffff,0.2786,-73.9006,7,86573,Puerto Legu�Zamo,Putumayo,3.2700,13.6400,272.7000,200.0000,0.0550,0.3900,0.1090,0.2398,0.4464,0.0000,0.0000,0.0712,0.6100,0.8828,-0.3398
13937,8766cc116ffffff,0.2602,-73.7416,7,86573,Puerto Legu�Zamo,Putumayo,3.0000,15.6800,288.8000,200.0000,0.1140,0.4880,0.0710,0.2033,0.3636,0.0000,0.0000,0.1477,0.5120,0.9237,-0.3398
13938,8766e8309ffffff,1.3910,-72.2529,7,95200,Miraflores,Guaviare,2.0800,5.1700,300.0000,153.9000,0.1250,0.6270,0.0520,0.0786,0.7902,0.0000,0.0000,0.1619,0.3730,0.9441,-0.3398
13939,8766cc543ffffff,0.1002,-73.9561,7,86573,Puerto Legu�Zamo,Putumayo,3.4100,14.1100,282.1000,200.0000,0.0230,0.3940,0.0950,0.2588,0.4274,0.0000,0.0000,0.0298,0.6060,0.8978,-0.3399
13940,8766cd704ffffff,-0.7833,-72.9072,7,91669,Puerto Santander,Amazonas,2.9800,10.0800,300.0000,200.0000,0.0680,0.3590,0.1510,0.2005,0.5909,0.0000,0.0000,0.0881,0.6410,0.8376,-0.3399
13941,878a49a81ffffff,-0.0875,-72.0340,7,91669,Puerto Santander,Amazonas,2.4600,4.6100,300.0000,193.4000,0.0080,0.6360,0.0440,0.1301,0.8129,0.0000,0.0000,0.0104,0.3640,0.9527,-0.3399
13942,8766ed2d8ffffff,1.5210,-71.3549,7,97161,Carur�,Vaup�S,1.9700,2.9600,300.0000,161.3000,0.1470,0.3770,0.0880,0.0637,0.8799,0.0000,0.0000,0.1904,0.6230,0.9054,-0.3399
13943,8766cdc19ffffff,-0.2979,-73.0073,7,91669,Puerto Santander,Amazonas,2.7100,11.4200,300.0000,200.0000,0.1570,0.6220,0.1570,0.1640,0.5365,0.0000,0.0000,0.2034,0.3780,0.8312,-0.3399
13944,8766e86f3ffffff,1.1359,-72.7896,7,95015,Calamar,Guaviare,2.3200,11.4800,300.0000,172.4000,0.1930,0.6930,0.0660,0.1111,0.5341,0.0000,0.0000,0.2500,0.3070,0.9290,-0.3399
13945,8766e80f1ffffff,1.5238,-72.5989,7,95015,Calamar,Guaviare,2.2400,10.3800,300.0000,176.4000,0.2070,0.5700,0.0740,0.1003,0.5787,0.0000,0.0000,0.2681,0.4300,0.9204,-0.3400
13946,8766ea2a6ffffff,0.8614,-73.4704,7,50350,La Macarena,Meta,2.9400,15.4700,300.0000,200.0000,0.0890,0.5760,0.0420,0.1951,0.3722,0.0000,0.0000,0.1153,0.4240,0.9548,-0.3400
13947,8766e926bffffff,0.5151,-71.2160,7,91430,La Victoria,Amazonas,2.0000,5.0800,300.0000,173.8000,0.1340,0.3890,0.0560,0.0678,0.7938,0.0000,0.0000,0.1736,0.6110,0.9398,-0.3400
13948,8766eb060ffffff,0.4952,-72.5038,7,95200,Miraflores,Guaviare,2.0100,7.7300,300.0000,173.8000,0.2200,0.8000,0.0660,0.0691,0.6863,0.0000,0.0000,0.2850,0.2000,0.9290,-0.3400
13949,878a49666ffffff,0.2759,-71.7082,7,91430,La Victoria,Amazonas,2.1900,4.1900,300.0000,167.3000,0.0340,0.6100,0.0110,0.0935,0.8300,0.0000,0.0000,0.0440,0.3900,0.9882,-0.3400
13950,8766e8673ffffff,1.1986,-72.6453,7,95200,Miraflores,Guaviare,2.4200,9.2000,300.0000,174.1000,0.1260,0.7070,0.0670,0.1247,0.6266,0.0000,0.0000,0.1632,0.2930,0.9280,-0.3400
13951,8766cc765ffffff,-0.1654,-73.6574,7,91530,Puerto Alegr�A,Amazonas,3.3300,14.8600,300.0000,200.0000,0.0470,0.4330,0.0830,0.2480,0.3969,0.0000,0.0000,0.0609,0.5670,0.9108,-0.3401
13952,8766cc6e9ffffff,-0.4636,-73.7831,7,91530,Puerto Alegr�A,Amazonas,3.5500,16.6300,300.0000,200.0000,0.0850,0.3340,0.1970,0.2778,0.3251,0.0000,0.0000,0.1101,0.6660,0.7882,-0.3401
13953,8766cc2a2ffffff,-0.2799,-73.5667,7,91530,Puerto Alegr�A,Amazonas,3.3100,14.5600,300.0000,200.0000,0.0720,0.5080,0.1080,0.2453,0.4091,0.0000,0.0000,0.0933,0.4920,0.8839,-0.3401
13954,8766ea0eeffffff,1.0663,-73.5530,7,50350,La Macarena,Meta,2.8800,16.9700,287.0000,200.0000,0.1040,0.4640,0.0320,0.1870,0.3113,0.0000,0.0000,0.1347,0.5360,0.9656,-0.3401
13955,8766cc4c4ffffff,-0.0784,-74.1122,7,86573,Puerto Legu�Zamo,Putumayo,3.2000,14.7900,260.8000,200.0000,0.1010,0.3180,0.1330,0.2304,0.3998,0.0000,0.0000,0.1308,0.6820,0.8570,-0.3401
13956,8766eaa80ffffff,1.1742,-73.3043,7,95015,Calamar,Guaviare,2.8000,13.3800,300.0000,198.5000,0.0930,0.5610,0.0570,0.1762,0.4570,0.0000,0.0000,0.1205,0.4390,0.9387,-0.3402
13957,8766ed452ffffff,1.9427,-71.9322,7,95200,Miraflores,Guaviare,2.1000,4.4000,300.0000,187.2000,0.1410,0.3690,0.0890,0.0813,0.8214,0.0000,0.0000,0.1826,0.6310,0.9043,-0.3402
13958,8766cc971ffffff,0.5744,-73.3746,7,91669,Puerto Santander,Amazonas,2.8600,15.6600,300.0000,200.0000,0.1250,0.6460,0.0540,0.1843,0.3644,0.0000,0.0000,0.1619,0.3540,0.9419,-0.3402
13959,8766eb8deffffff,0.7179,-72.5454,7,95200,Miraflores,Guaviare,1.9400,8.0000,300.0000,164.6000,0.2020,0.8200,0.0450,0.0596,0.6753,0.0000,0.0000,0.2617,0.1800,0.9516,-0.3402
13960,8766cc44affffff,-0.0967,-73.9529,7,86573,Puerto Legu�Zamo,Putumayo,3.0200,13.3100,292.3000,200.0000,0.1170,0.3960,0.1540,0.2060,0.4598,0.0000,0.0000,0.1516,0.6040,0.8344,-0.3402
13961,8766e878affffff,1.3037,-72.8553,7,95015,Calamar,Guaviare,2.3100,11.2700,300.0000,180.9000,0.1880,0.6200,0.0660,0.1098,0.5426,0.0000,0.0000,0.2435,0.3800,0.9290,-0.3403
13962,8766ccbaeffffff,0.2369,-73.3429,7,91669,Puerto Santander,Amazonas,2.9900,15.8200,300.0000,200.0000,0.1210,0.6050,0.0700,0.2019,0.3580,0.0000,0.0000,0.1567,0.3950,0.9247,-0.3403
13963,8766e8270ffffff,1.2509,-72.2246,7,95200,Miraflores,Guaviare,2.0900,6.8600,300.0000,154.1000,0.1070,0.6500,0.0190,0.0799,0.7216,0.0000,0.0000,0.1386,0.3500,0.9796,-0.3403
13964,8766c8b30ffffff,-0.7889,-73.3686,7,91530,Puerto Alegr�A,Amazonas,2.9100,14.7000,300.0000,200.0000,0.1730,0.4060,0.1520,0.1911,0.4034,0.0000,0.0000,0.2241,0.5940,0.8366,-0.3403
13965,878a49676ffffff,0.2804,-71.6485,7,91430,La Victoria,Amazonas,2.1900,3.4500,300.0000,169.0000,0.0960,0.5800,0.0710,0.0935,0.8600,0.0000,0.0000,0.1244,0.4200,0.9237,-0.3403
13966,8766ea2c2ffffff,0.6882,-73.3650,7,95015,Calamar,Guaviare,2.7300,16.1800,300.0000,200.0000,0.1630,0.6390,0.0540,0.1667,0.3433,0.0000,0.0000,0.2111,0.3610,0.9419,-0.3403
13967,878a497b6ffffff,0.0896,-71.3867,7,91430,La Victoria,Amazonas,2.1300,3.3700,300.0000,195.9000,0.1060,0.4110,0.0750,0.0854,0.8632,0.0000,0.0000,0.1373,0.5890,0.9194,-0.3403
13968,8766ccc73ffffff,0.3745,-73.8322,7,86573,Puerto Legu�Zamo,Putumayo,3.0200,12.8900,282.1000,200.0000,0.0970,0.4300,0.1220,0.2060,0.4769,0.0000,0.0000,0.1256,0.5700,0.8688,-0.3404
13969,8766e8781ffffff,1.3489,-72.8516,7,95015,Calamar,Guaviare,2.4000,11.9600,300.0000,179.4000,0.1610,0.5880,0.0590,0.1220,0.5146,0.0000,0.0000,0.2085,0.4120,0.9366,-0.3404
13970,8766cc229ffffff,-0.2706,-73.3454,7,91530,Puerto Alegr�A,Amazonas,3.3400,16.2800,300.0000,200.0000,0.1060,0.4960,0.1260,0.2493,0.3393,0.0000,0.0000,0.1373,0.5040,0.8645,-0.3404
13971,8766e8463ffffff,1.5522,-72.8348,7,95015,Calamar,Guaviare,2.2800,8.6600,300.0000,182.9000,0.1520,0.5550,0.0710,0.1057,0.6485,0.0000,0.0000,0.1969,0.4450,0.9237,-0.3404
13972,878a49b68ffffff,-0.2335,-72.3637,7,91669,Puerto Santander,Amazonas,2.3000,7.0300,300.0000,200.0000,0.1400,0.6290,0.0850,0.1084,0.7147,0.0000,0.0000,0.1813,0.3710,0.9086,-0.3404
13973,8766ea393ffffff,0.9253,-73.5250,7,50350,La Macarena,Meta,2.9500,13.6600,297.4000,200.0000,0.0760,0.5000,0.0640,0.1965,0.4456,0.0000,0.0000,0.0984,0.5000,0.9312,-0.3405
13974,8766cd49dffffff,-0.7246,-73.3231,7,91530,Puerto Alegr�A,Amazonas,3.3500,13.8500,300.0000,200.0000,0.0630,0.3710,0.1490,0.2507,0.4379,0.0000,0.0000,0.0816,0.6290,0.8398,-0.3405
13975,8766ed650ffffff,1.6039,-71.6633,7,95200,Miraflores,Guaviare,1.8000,6.1300,300.0000,160.6000,0.2210,0.3540,0.0740,0.0407,0.7512,0.0000,0.0000,0.2863,0.6460,0.9204,-0.3405
13976,8766c898cffffff,-0.5783,-73.6924,7,91530,Puerto Alegr�A,Amazonas,3.1500,15.6600,300.0000,200.0000,0.1040,0.3770,0.0950,0.2236,0.3644,0.0000,0.0000,0.1347,0.6230,0.8978,-0.3405
13977,8766ccc42ffffff,0.3379,-73.8153,7,86573,Puerto Legu�Zamo,Putumayo,3.4400,15.8100,290.9000,200.0000,0.0250,0.4530,0.0700,0.2629,0.3584,0.0000,0.0000,0.0324,0.5470,0.9247,-0.3406
13978,8766eb14affffff,0.5407,-72.5001,7,95200,Miraflores,Guaviare,2.1700,6.3700,300.0000,171.8000,0.0930,0.8380,0.0240,0.0908,0.7415,0.0000,0.0000,0.1205,0.1620,0.9742,-0.3406
13979,8766eb765ffffff,0.2817,-72.6406,7,91669,Puerto Santander,Amazonas,2.2500,9.4900,300.0000,182.4000,0.1550,0.8250,0.0500,0.1016,0.6149,0.0000,0.0000,0.2008,0.1750,0.9462,-0.3406
13980,8766e8636ffffff,1.3305,-72.7934,7,95015,Calamar,Guaviare,2.3200,9.7900,300.0000,179.5000,0.1240,0.6330,0.0420,0.1111,0.6027,0.0000,0.0000,0.1606,0.3670,0.9548,-0.3406
13981,8766eb075ffffff,0.4999,-72.5432,7,95200,Miraflores,Guaviare,2.2900,8.3600,300.0000,173.4000,0.1110,0.7900,0.0400,0.1070,0.6607,0.0000,0.0000,0.1438,0.2100,0.9570,-0.3406
13982,8766cc614ffffff,-0.2755,-73.9079,7,91530,Puerto Alegr�A,Amazonas,3.4100,13.5800,295.3000,200.0000,0.0260,0.3340,0.1190,0.2588,0.4489,0.0000,0.0000,0.0337,0.6660,0.8720,-0.3406
13983,8766ebc52ffffff,0.7778,-72.8588,7,95200,Miraflores,Guaviare,2.8000,11.6500,300.0000,180.9000,0.0530,0.7410,0.0480,0.1762,0.5272,0.0000,0.0000,0.0687,0.2590,0.9484,-0.3407
13984,8766e88f0ffffff,1.9149,-72.4481,7,95015,Calamar,Guaviare,1.9200,6.6100,300.0000,186.5000,0.2020,0.3910,0.0710,0.0569,0.7317,0.0000,0.0000,0.2617,0.6090,0.9237,-0.3407
13985,87665a4cbffffff,1.1551,-71.0491,7,97161,Carur�,Vaup�S,2.1800,3.4600,300.0000,169.8000,0.1020,0.3220,0.0860,0.0921,0.8596,0.0000,0.0000,0.1321,0.6780,0.9075,-0.3407
13986,878a4bac9ffffff,0.5015,-71.1973,7,91430,La Victoria,Amazonas,2.2400,4.1200,300.0000,172.9000,0.0670,0.4080,0.0560,0.1003,0.8328,0.0000,0.0000,0.0868,0.5920,0.9398,-0.3407
13987,8766e965cffffff,0.4709,-71.7127,7,91430,La Victoria,Amazonas,2.2900,5.1600,300.0000,160.9000,0.0830,0.6240,0.0580,0.1070,0.7906,0.0000,0.0000,0.1075,0.3760,0.9376,-0.3407
13988,8766ccaa3ffffff,0.0908,-73.3752,7,91669,Puerto Santander,Amazonas,2.9000,14.9600,300.0000,200.0000,0.1140,0.6080,0.0630,0.1897,0.3929,0.0000,0.0000,0.1477,0.3920,0.9323,-0.3408
13989,8766ebac8ffffff,0.3584,-72.2169,7,91669,Puerto Santander,Amazonas,2.3700,5.8400,300.0000,165.6000,0.0810,0.8060,0.0590,0.1179,0.7630,0.0000,0.0000,0.1049,0.1940,0.9366,-0.3408
13990,8766cd815ffffff,-0.1925,-72.6193,7,91669,Puerto Santander,Amazonas,2.4900,8.6400,300.0000,200.0000,0.0890,0.6800,0.0590,0.1341,0.6494,0.0000,0.0000,0.1153,0.3200,0.9366,-0.3408
13991,8766ea380ffffff,0.9523,-73.4627,7,50350,La Macarena,Meta,2.9600,14.4100,300.0000,198.8000,0.0180,0.5440,0.0060,0.1978,0.4152,0.0000,0.0000,0.0233,0.4560,0.9935,-0.3409
13992,8766ebcc2ffffff,0.7190,-72.9434,7,95200,Miraflores,Guaviare,2.6100,13.0200,300.0000,183.7000,0.1290,0.7480,0.0550,0.1504,0.4716,0.0000,0.0000,0.1671,0.2520,0.9409,-0.3409
13993,8766e96f2ffffff,0.4804,-71.8900,7,91430,La Victoria,Amazonas,2.2700,4.1900,300.0000,149.5000,0.0000,0.6840,0.0820,0.1043,0.8300,0.0000,0.0033,0.0000,0.3160,0.9118,-0.3409
13994,8766e8208ffffff,1.2467,-72.2844,7,95200,Miraflores,Guaviare,2.0800,4.2300,300.0000,152.9000,0.1110,0.6610,0.0530,0.0786,0.8283,0.0000,0.0000,0.1438,0.3390,0.9430,-0.3409
13995,8766eb10dffffff,0.6544,-72.5903,7,95200,Miraflores,Guaviare,2.2500,6.7100,300.0000,164.7000,0.0720,0.8350,0.0180,0.1016,0.7277,0.0000,0.0000,0.0933,0.1650,0.9806,-0.3410
13996,8766c8948ffffff,-0.6329,-73.4158,7,91530,Puerto Alegr�A,Amazonas,3.1600,14.9600,300.0000,200.0000,0.1240,0.4040,0.1550,0.2249,0.3929,0.0000,0.0000,0.1606,0.5960,0.8333,-0.3410
13997,8766ea6c4ffffff,0.6892,-73.7652,7,18150,Cartagena Del Chair�,Caquet�,3.4700,14.3600,280.8000,200.0000,0.0000,0.4360,0.0620,0.2669,0.4172,0.0000,0.0000,0.0000,0.5640,0.9333,-0.3410
13998,8766cc0b0ffffff,0.0773,-73.8576,7,86573,Puerto Legu�Zamo,Putumayo,3.3900,13.5900,288.5000,200.0000,0.0570,0.4010,0.1720,0.2561,0.4485,0.0000,0.0000,0.0738,0.5990,0.8151,-0.3410
13999,878a4b22effffff,0.6412,-71.0293,7,97161,Carur�,Vaup�S,2.1100,4.3200,300.0000,173.2000,0.1590,0.3290,0.1170,0.0827,0.8247,0.0000,0.0000,0.2060,0.6710,0.8742,-0.3411
14000,8766ebdb3ffffff,1.0100,-73.0787,7,95015,Calamar,Guaviare,2.7100,13.4400,300.0000,185.8000,0.0870,0.6810,0.0340,0.1640,0.4545,0.0000,0.0000,0.1127,0.3190,0.9634,-0.3411
14001,8766cc1a6ffffff,0.2557,-73.8022,7,86573,Puerto Legu�Zamo,Putumayo,3.3100,15.0300,284.6000,200.0000,0.0890,0.4040,0.1320,0.2453,0.3900,0.0000,0.0000,0.1153,0.5960,0.8581,-0.3411
14002,8766ea8deffffff,1.3881,-73.4659,7,50350,La Macarena,Meta,2.8500,12.3600,299.0000,200.0000,0.1120,0.4570,0.1100,0.1829,0.4984,0.0000,0.0000,0.1451,0.5430,0.8817,-0.3411
14003,8766cc92bffffff,0.6155,-73.4311,7,95015,Calamar,Guaviare,2.8300,16.0500,300.0000,200.0000,0.2040,0.6120,0.1030,0.1802,0.3486,0.0000,0.0000,0.2642,0.3880,0.8892,-0.3411
14004,8766e92e0ffffff,0.5246,-71.3926,7,91430,La Victoria,Amazonas,1.8400,2.5100,300.0000,166.5000,0.1600,0.4920,0.0800,0.0461,0.8981,0.0000,0.0000,0.2073,0.5080,0.9140,-0.3411
14005,8766ebb1affffff,0.6627,-72.2718,7,95200,Miraflores,Guaviare,2.1200,7.0600,300.0000,149.4000,0.0650,0.7450,0.0820,0.0840,0.7135,0.0000,0.0040,0.0842,0.2550,0.9118,-0.3412
14006,878a4bb0dffffff,0.1620,-71.2233,7,91430,La Victoria,Amazonas,2.4700,4.1800,300.0000,192.6000,0.0300,0.4050,0.0730,0.1314,0.8304,0.0000,0.0000,0.0389,0.5950,0.9215,-0.3412
14007,8766cc9a4ffffff,0.6478,-73.6085,7,18150,Cartagena Del Chair�,Caquet�,3.1000,13.7500,297.4000,200.0000,0.0540,0.5430,0.0680,0.2168,0.4420,0.0000,0.0000,0.0699,0.4570,0.9269,-0.3412
14008,8766ed773ffffff,1.7923,-71.6288,7,95200,Miraflores,Guaviare,1.9300,5.0300,300.0000,177.7000,0.1570,0.3620,0.0660,0.0583,0.7959,0.0000,0.0000,0.2034,0.6380,0.9290,-0.3412
14009,8766e8226ffffff,1.3643,-72.3145,7,95200,Miraflores,Guaviare,1.9800,6.2700,300.0000,164.7000,0.2230,0.6100,0.0870,0.0650,0.7455,0.0000,0.0000,0.2889,0.3900,0.9065,-0.3412
14010,8766eb530ffffff,0.7149,-73.1032,7,95200,Miraflores,Guaviare,2.6500,13.2400,300.0000,189.6000,0.0970,0.6960,0.0350,0.1558,0.4627,0.0000,0.0000,0.1256,0.3040,0.9624,-0.3413
14011,8766ee351ffffff,2.0098,-73.1347,7,95015,Calamar,Guaviare,2.6200,13.4200,300.0000,200.0000,0.1190,0.3070,0.0580,0.1518,0.4554,0.0000,0.0000,0.1541,0.6930,0.9376,-0.3413
14012,8766ebb35ffffff,0.7850,-72.2422,7,95200,Miraflores,Guaviare,1.9400,5.9400,300.0000,157.2000,0.1410,0.7930,0.0320,0.0596,0.7589,0.0000,0.0000,0.1826,0.2070,0.9656,-0.3413
14013,8766ccb51ffffff,0.1682,-73.1487,7,91669,Puerto Santander,Amazonas,2.8600,13.4800,300.0000,200.0000,0.0910,0.7220,0.0600,0.1843,0.4529,0.0000,0.0000,0.1179,0.2780,0.9355,-0.3413
14014,8766d5d93ffffff,2.0906,-77.9426,7,52696,Santa B�Rbara,Nari�O,2.7000,10.5200,217.8000,200.0000,0.0300,0.4290,0.4200,0.1626,0.5731,0.1288,0.0000,0.0389,0.5710,0.5484,-0.3414
14015,8766cc469ffffff,-0.0463,-73.8883,7,86573,Puerto Legu�Zamo,Putumayo,3.3300,13.7700,294.1000,200.0000,0.0210,0.3630,0.0890,0.2480,0.4412,0.0000,0.0000,0.0272,0.6370,0.9043,-0.3414
14016,8766ea608ffffff,0.7757,-73.7178,7,18150,Cartagena Del Chair�,Caquet�,3.0500,13.4500,280.3000,200.0000,0.0540,0.4960,0.0670,0.2100,0.4541,0.0000,0.0000,0.0699,0.5040,0.9280,-0.3414
14017,8766e841dffffff,1.5712,-72.9922,7,95015,Calamar,Guaviare,2.2600,11.8300,300.0000,193.6000,0.1310,0.5310,0.0130,0.1030,0.5199,0.0000,0.0000,0.1697,0.4690,0.9860,-0.3414
14018,8766cda05ffffff,-0.5394,-72.3086,7,91669,Puerto Santander,Amazonas,2.7600,5.4000,300.0000,200.0000,0.0550,0.5040,0.1810,0.1707,0.7808,0.0000,0.0000,0.0712,0.4960,0.8054,-0.3415
14019,8766eb05cffffff,0.4090,-72.5506,7,91669,Puerto Santander,Amazonas,2.1000,8.1200,300.0000,169.2000,0.1550,0.8120,0.0410,0.0813,0.6705,0.0000,0.0000,0.2008,0.1880,0.9559,-0.3415
14020,878a4b86dffffff,0.0123,-71.1165,7,97511,Pacoa,Vaup�S,2.4400,3.7300,300.0000,200.0000,0.0700,0.3650,0.1150,0.1274,0.8486,0.0000,0.0000,0.0907,0.6350,0.8763,-0.3415
14021,8766eb44affffff,0.3504,-72.9339,7,91669,Puerto Santander,Amazonas,2.4900,12.3300,300.0000,193.5000,0.1600,0.7480,0.0670,0.1341,0.4996,0.0000,0.0000,0.2073,0.2520,0.9280,-0.3415
14022,8766eb6eaffffff,-0.0099,-72.8039,7,91669,Puerto Santander,Amazonas,2.5100,9.2200,300.0000,200.0000,0.1000,0.7580,0.0630,0.1369,0.6258,0.0000,0.0000,0.1295,0.2420,0.9323,-0.3415
14023,878a4965bffffff,0.4210,-71.6771,7,91430,La Victoria,Amazonas,2.1500,5.1000,300.0000,154.3000,0.1920,0.5850,0.1350,0.0881,0.7930,0.0000,0.0000,0.2487,0.4150,0.8548,-0.3415
14024,8766cccf3ffffff,0.3107,-73.9782,7,86573,Puerto Legu�Zamo,Putumayo,3.2200,13.3900,264.9000,200.0000,0.0460,0.3520,0.0990,0.2331,0.4566,0.0000,0.0000,0.0596,0.6480,0.8935,-0.3415
14025,8766cc0c9ffffff,-0.1333,-73.6346,7,91530,Puerto Alegr�A,Amazonas,3.4800,15.6300,300.0000,200.0000,0.0700,0.4740,0.1300,0.2683,0.3657,0.0000,0.0000,0.0907,0.5260,0.8602,-0.3416
14026,8766cc70affffff,-0.1930,-73.8204,7,91530,Puerto Alegr�A,Amazonas,3.1600,16.7100,300.0000,200.0000,0.0950,0.4170,0.0730,0.2249,0.3218,0.0000,0.0000,0.1231,0.5830,0.9215,-0.3416
14027,8766ccccaffffff,0.2238,-73.9254,7,86573,Puerto Legu�Zamo,Putumayo,3.0100,14.7600,274.4000,200.0000,0.1060,0.3990,0.0860,0.2046,0.4010,0.0000,0.0000,0.1373,0.6010,0.9075,-0.3416
14028,8766ebcc1ffffff,0.7143,-72.9039,7,95200,Miraflores,Guaviare,2.3300,11.6300,300.0000,181.8000,0.2300,0.7780,0.0840,0.1125,0.5280,0.0000,0.0000,0.2979,0.2220,0.9097,-0.3416
14029,8766ea6a0ffffff,0.8171,-73.8745,7,18150,Cartagena Del Chair�,Caquet�,3.6100,14.4000,265.1000,200.0000,0.0140,0.3860,0.1340,0.2859,0.4156,0.0000,0.0000,0.0181,0.6140,0.8559,-0.3417
14030,878a4ba45ffffff,0.3660,-71.3063,7,91430,La Victoria,Amazonas,2.2900,4.5400,300.0000,173.4000,0.1240,0.4510,0.1180,0.1070,0.8157,0.0000,0.0000,0.1606,0.5490,0.8731,-0.3417
14031,8766ebacbffffff,0.3357,-72.2187,7,91669,Puerto Santander,Amazonas,2.4400,6.1600,300.0000,170.7000,0.0800,0.7600,0.0700,0.1274,0.7500,0.0000,0.0000,0.1036,0.2400,0.9247,-0.3417
14032,8766eb6a4ffffff,0.1681,-72.9489,7,91669,Puerto Santander,Amazonas,2.7000,12.5500,300.0000,198.9000,0.1470,0.7700,0.0960,0.1626,0.4907,0.0000,0.0000,0.1904,0.2300,0.8968,-0.3418
14033,8766eba85ffffff,0.5131,-72.3633,7,95200,Miraflores,Guaviare,1.9500,5.8400,300.0000,162.1000,0.1300,0.8000,0.0260,0.0610,0.7630,0.0000,0.0000,0.1684,0.2000,0.9720,-0.3418
14034,8766ed543ffffff,2.0900,-71.8417,7,95200,Miraflores,Guaviare,1.8900,2.7000,300.0000,189.7000,0.1830,0.3190,0.1190,0.0528,0.8904,0.0000,0.0000,0.2370,0.6810,0.8720,-0.3419
14035,878a4b36effffff,0.5783,-71.1718,7,97161,Carur�,Vaup�S,2.2900,5.6800,300.0000,173.9000,0.1120,0.4270,0.0840,0.1070,0.7695,0.0000,0.0000,0.1451,0.5730,0.9097,-0.3420
14036,878a49cd9ffffff,-0.2557,-71.4727,7,91430,La Victoria,Amazonas,2.3500,3.5900,300.0000,200.0000,0.0920,0.3970,0.1170,0.1152,0.8543,0.0000,0.0000,0.1192,0.6030,0.8742,-0.3420
14037,8766e82a1ffffff,1.2745,-72.4208,7,95200,Miraflores,Guaviare,2.0900,5.3300,300.0000,166.5000,0.1430,0.6760,0.0660,0.0799,0.7837,0.0000,0.0000,0.1852,0.3240,0.9290,-0.3420
14038,8766e92a9ffffff,0.5564,-71.4690,7,97161,Carur�,Vaup�S,2.0800,4.5200,300.0000,153.4000,0.1660,0.5550,0.0980,0.0786,0.8166,0.0000,0.0000,0.2150,0.4450,0.8946,-0.3420
14039,878a4984bffffff,-0.3473,-72.0745,7,91669,Puerto Santander,Amazonas,2.6000,4.4100,300.0000,200.0000,0.0360,0.5650,0.0970,0.1491,0.8210,0.0000,0.0000,0.0466,0.4350,0.8957,-0.3420
14040,8766ccd70ffffff,0.5571,-73.8166,7,86573,Puerto Legu�Zamo,Putumayo,3.3000,15.4900,267.4000,200.0000,0.0430,0.4400,0.0670,0.2439,0.3713,0.0000,0.0000,0.0557,0.5600,0.9280,-0.3420
14041,8766e820bffffff,1.2241,-72.2862,7,95200,Miraflores,Guaviare,1.9300,7.7100,300.0000,152.3000,0.1530,0.6330,0.0240,0.0583,0.6871,0.0000,0.0000,0.1982,0.3670,0.9742,-0.3420
14042,878a49aeeffffff,-0.0238,-72.1878,7,91669,Puerto Santander,Amazonas,2.2500,6.4200,300.0000,192.5000,0.1140,0.6660,0.0610,0.1016,0.7394,0.0000,0.0000,0.1477,0.3340,0.9344,-0.3420
14043,8766cc70bffffff,-0.2067,-73.8015,7,91530,Puerto Alegr�A,Amazonas,3.2700,15.7300,300.0000,200.0000,0.1140,0.3750,0.1560,0.2398,0.3616,0.0000,0.0000,0.1477,0.6250,0.8323,-0.3421
14044,8766ebc2effffff,0.9049,-72.8683,7,95200,Miraflores,Guaviare,2.4000,12.5300,300.0000,176.1000,0.1560,0.7500,0.0450,0.1220,0.4915,0.0000,0.0000,0.2021,0.2500,0.9516,-0.3421
